"","title","abstract","MW_include","MW_rationale","NC_include","NC_rationale","note","authors","year","link","database"
"1288","Erhalt und Absorption positiver Stimmung bei einfacher und intensiver Bearbeitung einer komplexen Entscheidungsaufgabe","Examined the effect of positive mood on information processing. Human Ss: 65 normal female German adults (teachers) (mean age 25.7 yrs) (Exp 1). 60 normal female German adults (university students) (mean age 23.2 yrs) (Exp 2). A positive or neutral mood was induced on Ss in Exp 1. Half of the Ss made a complex decision with a task or emotion-relevant goal. Measures of information processing, feeling state, and intrinsic motivation were collected. Correlations between task-relevant and emotion-relevant goals and mood maintenance, information processing, and absorption of positive mood were made. Ss in Exp 2 followed the course of Exp 1 while contrast and demand effects were analyzed. Moderating variables for the absorption of positive mood are discussed. (English abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Otto, Jürgen H.","1998","https://www.proquest.com/scholarly-journals/erhalt-und-absorption-positiver-stimmung-bei/docview/619341581/se-2?accountid=14026","APA PsycInfo (2024)"
"1289","Peer networks and bullying in schools","Looked at how social constellations in school classes relate to bullying problems. 459 6th graders in Finland completed the Participant Role Questionnaire concerning peer evaluations of each S's typical behavior in bullying situations. To identify the peer networks of the Ss they were asked to answer the question ""Which children in your class are friends with each other?"" Results showed that Ss who tend to behave in either similar or complementary participant roles in situations of bullying formed networks with each other. Bullies, assistants and reinforcers belonged to larger networks than did defenders, outsiders and victims. Ss outside the networks were most likely to be victims. It was concluded that behavior in bullying situations is one feature around which the peer networks in school classes are organized and strategies against bullying should focus not only on individual children but on the wider social context. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","","","","","","Salmivalli, Christina;Huttunen, Arja;Lagerspetz, Kirsti M. J.","1997","https://www.proquest.com/scholarly-journals/peer-networks-bullying-schools/docview/619180539/se-2?accountid=14026","APA PsycInfo (2024)"
"1290","Team process and effectiveness: Patients, families, and staff characteristics","Examines the model of team effectiveness in inpatient stroke rehabilitation developed by D. C. Strasser and J. A. Falconer (1997). The role of the participants' attributes within this model and the interrelationships among them as drivers of those processes that determine patient outcomes are discussed. An individual-focused assessment and treatment approach for people with stroke, families, and rehabilitation staff members is a dynamic interplay among each participant's mind, body, environment, and society. It is this interplay that determines individual behavior, interpersonal relationships, and the perceived meaning of human achievements (rehabilitation outcome). Patient, family, and staff attributes form the substrate and their actions and reactions represent the input to the model of team effectiveness. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Stineman, Margaret G.;Strasser, Dale C.","1997","https://www.proquest.com/scholarly-journals/team-process-effectiveness-patients-families/docview/619211595/se-2?accountid=14026","APA PsycInfo (2024)"
"1291","Children's eyewitness testimony: Memory development in the legal context","Are beliefs and concerns justified in light of contemporary research on children's eyewitness memory? This chapter attempts to provide an overview of current issues and research regarding this topic. It is argued that children are capable of providing accurate eyewitness memory about personally significant events in their lives. Special topics of concern include: developmental differences in eyewitness memory and suggestibility; mechanisms of age effects; children's developing event memory; repeated interviews and questions; stress, trauma, and memory; context and demand effects; facilitating children's performance; special populations; and children in the courtroom. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: chapter)","","","","","","Qin, Jianjian;Quas, Jodi A.;Redlich, Allison D.;Goodman, Gail S.","1997","https://www.proquest.com/books/childrens-eyewitness-testimony-memory-development/docview/619164353/se-2?accountid=14026","APA PsycInfo (2024)"
"1292","The more you ask for, the more you get: Anchoring in personal injury verdicts","Examined the ""anchoring and adjustment"" bias in a personal injury case using mock jurors. In Exp 1, the requested compensation was manipulated across participants. In Exp 2, anchors were operationalized as the strength of the legal evidence. Both monetary and causal anchors systematically influenced judgments of the probability that the defendant caused the plaintiff's injuries, compensation awarded, and perceptions of the litigants. The results indicate that anchoring occurs in legal applications, and that plaintiffs would do well to request large compensation awards. In addition, anchors expressed on one scale affected judgments expressed on another scale. This cross-modality anchoring stands in contrast to previous studies. Finally, these anchoring effects are unlikely to be explained by either demand effects or perceived relevance of the anchor. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Chapman, Gretchen B.;Bornstein, Brian H.","1996","https://www.proquest.com/scholarly-journals/more-you-ask-get-anchoring-personal-injury/docview/619035509/se-2?accountid=14026","APA PsycInfo (2024)"
"1293","Systematic effects of participant role on evaluation of the psychotherapy session","This study identified systematic differences between therapists ( n  = 114) and patients ( n  = 119) in the process components that predict evaluation of psychotherapy sessions. The Comprehensive Scale of Psychotherapy Session Constructs was developed to measure 9 process variables and their relationships to session evaluation from the perspectives of therapist and patient. Regression equations predicting session evaluation from the process components for the 2 groups were significantly different. Therapist session evaluation was best predicted by therapist expertness, and patient session evaluation was best predicted by the therapist real relationship. The therapist real relationship negatively predicted therapist session evaluation when all process variables were considered simultaneously. Patient progress and patient involvement significantly and positively predicted both therapist and patient evaluation. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)","","","","","","Eugster, Sandra L.;Wampold, Bruce E.","1996","https://www.proquest.com/scholarly-journals/systematic-effects-participant-role-on-evaluation/docview/618795767/se-2?accountid=14026","APA PsycInfo (2024)"
"1294","Rehearsal Strategies, Test Expectancy, and Memory Monitoring in Free Recall","Three experiments were carried out to determine (a) the effectiveness of associative rehearsal and rote repetition for long-term recall with and without expectation of a later recall test, and (b) the subjects' ability to assess their own future recall performance. The overall results showed that a test expectancy effect was not obtained when a voluntary selection in strategies was prohibited, but was found for subjects not instructed in the use of any particular strategy. It is also shown that the subjects could predict correctly that the items studied with associative rehearsal would be recalled more successfully at the final test than when they were studied with rote repetition. A superiority of associative rehearsal for prediction was not found when the subjects used only one type of rehearsal, but was found when they were not given the immediate test. The results suggest that the expectancy effect can be explained in terms of subjects' intentional shifts of strategies based on their metacognitive assessment of such strategies. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)","","","","","","Shimizu, Hiroyuki","1996","https://www.proquest.com/scholarly-journals/rehearsal-strategies-test-expectancy-memory/docview/620775249/se-2?accountid=14026","APA PsycInfo (2024)"
"1295","Are fairness constraints on profit-seeking important?","Conducted 2 experiments to probe the extent to which consumers will retaliate against firms that engage in unfair business practices. The 1st experiment presented hypothetical scenarios in which retaliation against an unfair firm (e.g., one that raised the price of snow shovels after a big storm) was costly. 144 adults responded to the scenarios. The 2nd experiment, with 57 college students, simulated one of these scenarios and gave Ss the opportunity to retaliate. Results indicate a moderately large loss in customer base due to unfairness. After adjusting for ordinary demand effects, the residual customer defection due to moral offense amounted to about one-quarter of the total customer base. (PsycINFO Database Record (c) 2017 APA, all rights reserved)","","","","","","Piron, Robert;Fernandez, Luis","1995","https://www.proquest.com/scholarly-journals/are-fairness-constraints-on-profit-seeking/docview/618687896/se-2?accountid=14026","APA PsycInfo (2024)"
"1296","Using an extracurricular physical activity program to enhance social skills","Examined the value of an individually supervised physical activity program with a strong social skills component for 45 students with learning disabilities (34 boys, 11 girls; mean age 9.4 yrs). Ss were randomly divided into an experimental group of 23 students who received 2 90-min exercise sessions for each of 10 wks, and a control group of 22 students who received equal individualized attention through extra academic instruction. Scores for the Bruininks-Oseretsky test of motor proficiency, teacher ratings of social behavior, and self-perceptions of academic and nonacademic competence showed strong effects of time, but no substantial time by treatment interaction. Time effects on social behaviors persisted 3 mo following treatment, suggesting that they reflected extra attention, rather than an expectancy effect. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","","","","","","Bluechardt, Mary H.;Shephard, Roy J.","1995","https://www.proquest.com/scholarly-journals/using-extracurricular-physical-activity-program/docview/618651720/se-2?accountid=14026","APA PsycInfo (2024)"
"1297","Dissociation between actual and expected cardiac changes: Interoception and emotional experience","One of the main questions, in studying visceral perception, is the difference between what the S believes is changing in his/her body, compared to what is actually changing. In the present study, the relationship between expected and actual physiological arousal in emotion-eliciting situation had been studied to determine whether physiological changes are affected by induced expectation of arousal and whether expected arousal changes influence Ss' interoception and/or Ss' evaluation of emotion. Ss were randomly assigned to 1 of 3 groups: one group was falsely informed about the arousing effect; second group about the relaxation effect of the injection, whereas a neutral (neither arousing nor relaxation effects) explanation was given to the third group. Before the experiment, 54 Ss were administered saline solution. Then Ss watched 2 short film sequences which one had been upsetting and the other neutral. Heart rate and respiratory rate were the physiological measures considered. Results found that the emotion-specific effect prevails on the expectancy effect both in Ss' verbal reports and, even more, in physiological responses. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: chapter)","","","","","","Palomba, D.;Stegagno, L.","1995","https://www.proquest.com/books/dissociation-between-actual-expected-cardiac/docview/619393231/se-2?accountid=14026","APA PsycInfo (2024)"
"1298","A model of the mind that explains subject and experimenter expectancy effects","Discusses how T. J. Hudson's (1893 [1970]) model of the subjective mind offers a coherent picture of a wide variety of psychological phenomena. Several empirical findings in the psi and psychological literature made after Hudson's time are shown to be consistent with the model, including (1) hypnosis as a facilitator of psi, (2) experimenter effects, (3) artistic creation, and (4) the placebo or expectancy effect. The effect of disbelief (sheep/goat effect) and the quality of extraversion on psi are also discussed. Some testable predictions derived from Hudson's model are considered with a review of pertinent literature. Hudson's subjective mind is shown to be compatible with R. Allison's (1980) concept of ""Inner Self"" and ""Inner Self Helper"" and with E. R. Hilgard's (1986) concept of the ""hidden observer."" These constructs provide a means by which the effects of faith or belief are given a coherent psychological basis. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","","","","","","Hinds, John","1995","https://www.proquest.com/scholarly-journals/model-mind-that-explains-subject-experimenter/docview/618665664/se-2?accountid=14026","APA PsycInfo (2024)"
"1299","Effects of sugar ingestion expectancies on mother-child interactions","Hypothesized that expectancy effects influence mothers' assessments of their children's behavioral sugar sensitivity and thereby influence their subsequent interactions. 31 mothers were observed interacting with their sons (aged 5–7 yrs) after being informed that their children had ingested either sugar or a placebo. However, both the experimental and placebo groups received the placebo. Mothers and sons were videotaped while interacting together and each mother was then questioned about the interaction. Mothers in the sugar expectancy condition rated their children as significantly more hyperactive. Behavioral observations revealed these mothers exercised more control by maintaining physical closeness, as well as showing trends to criticize, look at, and talk to their sons more than did control mothers. For several variables, the expectancy effect was stronger for cognitively rigid mothers. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Hoover, Daniel W.;Milich, Richard","1994","https://www.proquest.com/scholarly-journals/effects-sugar-ingestion-expectancies-on-mother/docview/618590736/se-2?accountid=14026","APA PsycInfo (2024)"
"1300","The experimenter's expectancy effect: A meta-experiment","Assessed the claim that the outcome of an experiment may be determined by what its experimenter expects to obtain. Three groups of experimenters (totaling 20 university students) were asked to conduct R. Rosenthal and K. L. Fode's (1963) photo-rating task under 2 conditions that jointly satisfied the requirement of an experiment. A total of 146 university students served as Ss in the meta-experiments. The 3 groups of experimenters were given different information about the expected outcome. There was no evidence of the experimenter expectancy effect when it was properly defined in terms of the difference between the 2 conditions. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","","","","","","Chow, Siu L.","1994","https://www.proquest.com/scholarly-journals/experimenters-expectancy-effect-meta-experiment/docview/618610985/se-2?accountid=14026","APA PsycInfo (2024)"
"1301","The test expectancy effect: Is it a question of format or the level of questions?",NA,"","","","","","Edmondson, Beverly Ruth","1994","https://www.proquest.com/dissertations-theses/test-expectancy-effect-is-question-format-level/docview/618957521/se-2?accountid=14026","APA PsycInfo (2024)"
"1302","The effects of interpersonal verbal behaviour of varying participant role in initial dyadic conversations","Used the Verbal Interaction Analysis System (VIAS) to investigate the effects of manipulating the nature of dyadic interactions among 24 undergraduate women (aged 18–42 yrs). Repeated measures within dyads were used to extend the manipulation of A. Ralph (see record 1991-21243-001), who noted an effect across dyads. Independent ratings of global interpersonal behavior were negatively correlated with verbal behavior (VB) that discouraged topic maintenance. Results support the hypothesis that competence in interpersonal interactions is substantially determined by the effects that one participant's verbal utterances have on those of the other participant, and vice versa. Results also suggest that it is unproductive to consider the VB of one person outside the context of the interaction with the other person in a dyadic exchange. The need to adapt social skills assessment measures and training procedures to take account of these findings is discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Ralph, Alan;Lee, Ellen","1994","https://www.proquest.com/scholarly-journals/effects-interpersonal-verbal-behaviour-varying/docview/618680469/se-2?accountid=14026","APA PsycInfo (2024)"
"1303","Expectancy of Chinese parents and children's cognitive abilities","Tested 142 1st graders (aged 7–8 yrs) and 188 5th graders (aged 12–13 yrs) on 11 cognitive tasks. The parents of these students were surveyed to obtain family background materials, and were asked about their expectancies of their children's future careers and future educational achievements. Fifth-graders with high career (professional) expectancy fathers tended to have better developed cognitive abilities; however, there was no career expectancy effect on 1st graders. Children of fathers with high school-achievement expectancy tended to have better developed cognitive skills; this effect was stronger for 5th graders than 1st graders. There was a trend that the higher the educational level of the fathers, the higher their expectancy for their children. (French abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Ji, Guiping;Jiao, Shulan;Jing, Qicheng","1993","https://www.proquest.com/scholarly-journals/expectancy-chinese-parents-childrens-cognitive/docview/618471246/se-2?accountid=14026","APA PsycInfo (2024)"
"1304","Cigarette smoking under stress: The role of coping expectancies among smokers in a clinic-based smoking cessation program","Examined 2 expectancies to explain smoking under stress: smokers' expectations about their ability to cope with stress while remaining abstinent and their expectations about the stress-ameliorating and coping benefits of smoking under stress. The interaction of the expectancies concurrently predicted smoking urge under stress, which, in turn, predicted subsequent smoking. The interaction of posttreatment expectancies prospectively predicted smoking status 3 mo after treatment, although the coping benefits of smoking expectancy effect was reversed. Expectations about coping ability increased and expectations about the coping benefits of smoking decreased as a function of participating in a smoking cessation program. The discrepant concurrent and prospective findings, reasons that coping expectancies are associated with smoking under stress, and treatment implications are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Shadel, William G.;Mermelstein, Robin J.","1993","https://www.proquest.com/scholarly-journals/cigarette-smoking-under-stress-role-coping/docview/618449432/se-2?accountid=14026","APA PsycInfo (2024)"
"1305","Topography of the N400: Brain electrical activity reflecting semantic expectancy","Studied brain systems related to the semantic expectancy effect by mapping brain electrode activity in 36 undergraduates with a dense (64-channel) electrode array and 2 reference-independent measures. One measure estimated the average potential gradients; the other measured radial current density. Ss were told that sentences would be presented 1 word at a time, that some of the sentences would end with a semantically congruous word and others would end incongruously, and that they should blink between sentences and the 1st couple of words between but not during sentences. Ss then completed sentence recognition questionnaires. Greater negativity was found in the event-related potential at about 400 msec for words that were semantically incongruous with the sentence context. The N400 was distinguished by an interval characterized by the absence, rather than by the presence, of topographic features. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Curran, Tim;Tucker, Don M.;Kutas, Marta;Posner, Michael I.","1993","https://www.proquest.com/scholarly-journals/topography-n400-brain-electrical-activity/docview/618412690/se-2?accountid=14026","APA PsycInfo (2024)"
"1306","Gender, nonverbal behavior, and expectations","document [gender] stereotypes in the realm of nonverbal communication / show that there is good correspondence between these expectations and actual gender differences / discuss possible causal connections between these expectations and actual male–female differences in nonverbal communication, with emphasis on the interpersonal expectancy effect or self-fulfilling prophecy apply a different framework for understanding the relations among gender, nonverbal behavior, and expectations / concern is also with interpersonal expectancy effects; however, the question . . . is not how gender differences come about, but rather what the role of gender is in determining the magnitudes of expectancy effects in randomized experiments (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: chapter)","","","","","","Hall, Judith A.;Briton, Nancy J.","1993","https://www.proquest.com/books/gender-nonverbal-behavior-expectations/docview/618551584/se-2?accountid=14026","APA PsycInfo (2024)"
"1307","Automatic and attentional priming in young and older adults: Reevaluation of the two-process model","Three experiments addressed the distinction between automatic and attentional mechanisms underlying semantic priming effects by factorially crossing prime–target relatedness, expectancy, and stimulus onset asynchrony (SOA) in a task (pronunciation) that minimized postlexical checking processes. Also, possible age-related (young vs older adults) differences in the automatic and attentional mechanisms were addressed. Across all experiments there was evidence of a Relatedness × Expectancy × SOA interaction, which is inconsistent with the notion of independent automatic and attentional mechanisms in semantic priming and the notion of a self-incapsulated modular lexicon. The results also indicated age-related differences in the build-up of the expectancy effect across SOAs when the prime was visually available for only 200 msec, independently of the prime–target SOA (Exp 1 and 3), but not when the prime was visually available throughout the SOA (Exp 2). (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Balota, David A.;Black, Sheila R.;Cheney, Marshall","1992","https://www.proquest.com/scholarly-journals/automatic-attentional-priming-young-older-adults/docview/618152990/se-2?accountid=14026","APA PsycInfo (2024)"
"1308","Alcohol expectancies and behavioral and emotional responses to placebo versus alcohol administration","40 male undergraduates completed an alcohol use questionnaire that included measures of expectancies of alcohol effects. They were then randomly assigned to either receive the actual 0.6 g/kg dose of ethanol to bring their peak blood alcohol concentration to near 0.075 g/dl or to receive a placebo dose. Prior to dosing and at repeated intervals following dosing, Ss were tested on a battery of motor coordination, perceptual speed, reaction time (RT), and mood measures. Significant alcohol effects were found for several measures, but the only significant interaction of individual differences in expectancies of alcohol effects with alcohol dosing occurred for self-perceived intoxication. Ss who expected more disinhibition after alcohol dosing and who were administered alcohol reported more intoxication than those expecting less disinhibition; no expectancy effect was found for Ss administered the placebo. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","","","","","","Nagoshi, Craig T.;Noll, Richard T.;Wood, Mark D.","1992","https://www.proquest.com/scholarly-journals/alcohol-expectancies-behavioral-emotional/docview/618175724/se-2?accountid=14026","APA PsycInfo (2024)"
"1309","A mediating role of physiological arousal in social facilitation","Tested the hypothesis that the elevation of arousal level by (1) the presence of other persons or (2) evaluative apprehension would facilitate task performance. Human Ss: 48 normal male and female Japanese adults (undergraduate students). Ss performed a simple computation task alone, with a cooperating partner, or with a competitor. Half of the Ss were given an instruction aimed at producing evaluative apprehension. Ss' skin potential responses were measured. (English abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Ohira, Hideki;Tajimi, Tetsuo","1992","https://www.proquest.com/scholarly-journals/mediating-role-physiological-arousal-social/docview/618207240/se-2?accountid=14026","APA PsycInfo (2024)"
"1310","Skin conductance, heart rate, and active-passive coping","argues that psychophysiological activity is a manifestation not only of the energetic dimension of behavior but also of the content-related attitude toward stimuli / hypothesizes that the attitude of coping actively or passively with a given situation involves differently organized physiological processes / [describes] three independent experiments using measures of electrodermal activity (EDA) as the index of activation of the Behavioral Inhibition System (BIS), and tonic heart rate changes as the index of activation of the behavioral approach system (BAS) (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: introduction)","","","","","","Sosnowski, Tytus","1992","https://www.proquest.com/books/skin-conductance-heart-rate-active-passive-coping/docview/618228200/se-2?accountid=14026","APA PsycInfo (2024)"
"1311","Encoding pictures in scene contexts: Does task demand influence effects of encoding congruity?","Three experiments examined the role of task demand in accounting for the effect of encoding congruity in levels-of-processing research. The effect of encoding congruity refers to the likelihood of remembering items associated with yes responses better than items associated with no responses. Ss made yes responses if target pictures were congruous with prior scene contexts or if targets and prior contexts were incongruous. Congruous contexts yielded better incidental cued recall and name recognition than incongruous ones, independently of response type. However, effects of encoding congruity and response type were not significant for picture recognition. It is suggested that the effect of encoding congruity depends on the ability to integrate target items into consistent contexts. However, encoding congruity facilitates remembering pictures' identity, but not their visual details. The relevance of the results to scene schema research is also discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Marks, William;McFalls, Elizabeth L.;Hopkinson, Patricia L.","1992","https://www.proquest.com/scholarly-journals/encoding-pictures-scene-contexts-does-task-demand/docview/618114532/se-2?accountid=14026","APA PsycInfo (2024)"
"1312","Personality moderators of the experimenter expectancy effect: A reexamination of five hypotheses","Research examining personality moderators of experimenter (E) expectancy effects has focused on 5 hypotheses. Es with stronger interpersonal control orientations, more positively evaluated interpersonal interaction styles, and greater ability to encode nonverbal messages are more likely to produce expectancy bias. Ss with greater need for social approval and greater nonverbal decoding ability are more susceptible to bias. In this study, each E administered a photo-rating task under positive or negative expectancies to 4 Ss, each of whom also interacted with 3 other Es. All 5 personality moderator hypotheses were tested. Support was found for the hypotheses predicting the greatest expectancy biasing for Es with (1) a strong dispositional need for social influence and (2) a strong dispositional susceptibility to social influence. Ss low in need for social approval gave ratings opposite to the E's outcome expectancy. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Hazelrigg, Pamela J.;Cooper, Harris;Strathman, Alan J.","1991","https://www.proquest.com/scholarly-journals/personality-moderators-experimenter-expectancy/docview/618089074/se-2?accountid=14026","APA PsycInfo (2024)"
"1313","The mother-observer relationship: An examination of the participant role of the observer in mother-infant observation","The author describes her own relationship as an observer with an epileptic mother who fell with her 6-wk-old baby, causing the baby to suffer a broken skull. The mother–observer relationship is described as one of transference. Within this transference, the observer seemed to be the mother of the one observed. The effects of this transference on the observed mother's unconscious conflict with her own mother due to epilepsy are described. Given transference in the mother–observer relationship, doubts are raised as to the tenability of the attitude of distance and noninterference prescribed for the observer. The role of the observer is said to be a participant role. This poses the epistemological problem of interference of the observer with the observed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Coulter, Helga","1991","https://www.proquest.com/scholarly-journals/mother-observer-relationship-examination/docview/617962030/se-2?accountid=14026","APA PsycInfo (2024)"
"1314","Impact of moderate alcohol consumption on business decision making","tests the effects of moderate alcohol consumption—consumption which approximates that of the one or two-martini lunch—on subjects' ability to recall newly learned information pertaining to a typical set of business decisions, and on subjects' actual performance in a simulated business setting / forty males and 40 females participated in the study moderate alcohol consumption and recall / moderate alcohol consumption and inhibitory response conflict (IRC) / expectancy effect and moderate alcohol consumption (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: chapter)","","","","","","Jobs, Sarah M.;Fiedler, Fred E.;Lewis, Chad T.","1991","https://www.proquest.com/books/impact-moderate-alcohol-consumption-on-business/docview/618214868/se-2?accountid=14026","APA PsycInfo (2024)"
"1315","REM dreaming and cognitive skills at ages 5–8: A cross-sectional study","80 children (aged 5–8 yrs) were awakened from REM sleep on 10 occasions over 3 nights in a sleep laboratory to report dreams. Ss also completed cognitive skills tests. Data confirm and extend findings of an earlier project (D. Foulkes, 1982). Ss aged 5–8 yrs reported dreams on few REM awakenings. Waking visuospatial, but not verbal, skills predicted dream-report (DR) rates. Performance in a mental rotation experiment and the complexity of spontaneous waking narratives were positive correlates of DR rates. There was a shift between ages 6 and 7 yrs from static toward kinematic imagery; a later shift was found between ages 7 and 8 yrs from a passive-observer role to an active-participant role for the self-character in Ss' dreams. The only finding of increased narrative complexity with age occurred between ages 7 and 8 yrs, at which time purposeful narrative first seemed possible. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Foulkes, David;Hollifield, Michael;Sullivan, Brenda;Bradley, Laura;et al","1990","https://www.proquest.com/scholarly-journals/rem-dreaming-cognitive-skills-at-ages-5-8-cross/docview/617920666/se-2?accountid=14026","APA PsycInfo (2024)"
"1316","A behavioral evaluation of Curriculum-Based Assessment for reading: Tester, setting, and task demand effects on high- vs. average- vs. low-level readers",NA,"","","","","","Derr-Minneci, Tami F.","1990","https://www.proquest.com/dissertations-theses/behavioral-evaluation-curriculum-based-assessment/docview/617994388/se-2?accountid=14026","APA PsycInfo (2024)"
"1317","Gender role stereotypes, expectancy effects, and parents' socialization of gender differences","Uses the expectancy effect perspective to analyze the role parents may play in influencing their children to engage in gender role stereotyped activities. It outlines the theoretical bases for such effects, and discusses how to distinguish between accuracy and perceptual bias in parents' gender role differentiated perceptions of their children's competencies and interests. Then it summarizes the results of 2 longitudinal studies of 2,100 families. Findings show that parents distorted their perceptions of their own children in gender role stereotypic activities such as math and sports, that the child's gender affected parents' causal attributions of their children's performance in gender role stereotypic activities, and that these perceptual biases influenced the children's own self-perceptions and activity choices. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Eccles, Jacquelynne S.;Jacobs, Janis E.;Harold, Rena D.","1990","https://www.proquest.com/scholarly-journals/gender-role-stereotypes-expectancy-effects/docview/617935019/se-2?accountid=14026","APA PsycInfo (2024)"
"1318","On the induction of mood","Reviews 16 techniques for inducing temporary mood states and compares them on a range of factors including success rate, the possibility of demand effects, the intensity of the induced mood, and the range of different moods that can be induced. Three different cognitive models (self-schema theory, semantic network theory, and fragmentation theory) that have been successfully used to describe long-term mood states, such as clinical depression, are elaborated to describe the process of temporary mood induction. The use of mood induction is contrasted with alternative methods (such as the study of patients suffering from depression) for investigating emotion. (PsycInfo Database Record (c) 2020 APA, all rights reserved)","","","","","","Martin, Maryanne","1990","https://www.proquest.com/scholarly-journals/on-induction-mood/docview/617931705/se-2?accountid=14026","APA PsycInfo (2024)"
"1319","Expectancy effects in caffeine research","Examined the impact of expectancy on the experience of caffeine-related symptoms by randomly assigning 62 undergraduates to an expectancy or nonexpectancy instructional condition. Ss were administered the State–Trait Anxiety Inventory (STAI) and a symptom questionnaire prior to and 45 min after receiving their designated instructional set and ingesting a cellulose-filled gelatin capsule that ostensibly was filled with caffeine. Results reveal that a significant expectancy effect existed on 5 of the symptom questionnaire items, but not on the STAI. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Christensen, Larry;White, Beth;Krietsch, Kelly;Steele, Greg","1990","https://www.proquest.com/scholarly-journals/expectancy-effects-caffeine-research/docview/617768566/se-2?accountid=14026","APA PsycInfo (2024)"
"1320","Field dependence: Experimenters' expectancy, sex difference or no difference?","Three pairs of naive student experimenters, one man and one woman in each, were given different background information that was intended to give them expectations of better performance by men, better performance by women, or no sex differences on the Rod and Frame Test and the Embedded Figures Test. 36 male and 36 female college students were administered these tests. There was no evidence of an experimenter expectancy effect, and there was no significant difference between the performance of men and women on these 2 tests of field dependence. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Peplin, Caroline M.;Larsen, Janet D.","1989","https://www.proquest.com/scholarly-journals/field-dependence-experimenters-expectancy-sex/docview/617624059/se-2?accountid=14026","APA PsycInfo (2024)"
"1321","Change mechanisms in placebo procedures: Effects of suggestion, social demand, and contingent success on improvement in treatment","Investigated the treatment effects of 3 social influence variables frequently implicated in psychotherapy placebos. Socially anxious male Ss participated in an experimental treatment for reducing dating anxiety. Ss were either given or not given specific suggestions for decreasing social anxiety, placed in conditions of high or low social demand, and received feedback indicating either high or moderate success on the therapy task. Results support the importace of social influence variables in therapeutic change. Contingent success had its greatest impact on personal attributes; suggestion affected skill behaviors; and social demand effects were found in the self-evaluation of heterosocial performance. Various social influences appear to mediate change differently and do not exert the generic effects commonly assumed to be characteristic of therapy placebos. Implications for outcome research are discussed. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Zane, Nolan W.","1989","https://www.proquest.com/scholarly-journals/change-mechanisms-placebo-procedures-effects/docview/617592806/se-2?accountid=14026","APA PsycInfo (2024)"
"1322","Hypnotic relaxation and the reduction of sleep onset insomnia","Compared a hypnotic relaxation technique to stimulus control and placebo conditions as a means of reducing sleep onset latency (SOL). 45 Ss (aged 23–67 yrs) matched on their baseline SOL (as measured through sleep diaries) were randomly assigned to hypnotic relaxation, stimulus control, or placebo groups. Ss experienced 4 weekly, 30-min training sessions, with demand effects being controlled through the use of counter-demand instructions. The hypnotic relaxation treatment was effective in helping Ss go to sleep more quickly. The stimulus control and placebo groups did not record similar improvement. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","","","","","","Stanton, Harry E.","1989","https://www.proquest.com/scholarly-journals/hypnotic-relaxation-reduction-sleep-onset/docview/617746243/se-2?accountid=14026","APA PsycInfo (2024)"
